,title,coref_IDs,common_aliases,gender,race / ethnicity,num_mentions,dialogue,burstiness
771,zeitoun - eggers,283,"['Kathy', 'Katrina']",F,White,2265,234,0.6330795091270283
772,zeitoun - eggers,281,"['Abdulrahman Zeitoun', 'Zeitoun', 'Abdulrahman']",M,MENA,1110,127,0.274781944
773,zeitoun - eggers,290,['Mohammed'],M,MENA,648,30,0.827347989
774,zeitoun - eggers,282,['Ahmad'],M,MENA,364,51,0.6566685797282764
127,yellow raft in blue water - dorris,0_214_221,"['my mom', 'My mom', 'Mom', 'Christine']",F,Native/Indigenous,5891,527,0.6893701155499353
132,yellow raft in blue water - dorris,217_0,['Rayona'],F,"Native/Indigenous, Black",3346,251,0.8461621996518456
128,yellow raft in blue water - dorris,224_0,"['Aunt Ida', 'Ida']",F,Native/Indigenous,2727,276,0.6821348545366721
129,yellow raft in blue water - dorris,230,['Dayton'],M,"Native/Indigenous, White",928,138,0.7905939407631846
130,yellow raft in blue water - dorris,225,['Lee'],M,Native/Indigenous,822,29,0.7713079877582356
131,yellow raft in blue water - dorris,278,['Clara'],F,Native/Indigenous,702,89,0.8478217110686291
322,wuthering heights - bronte,0,['Nelly'],F,White (unmarked),4430,801,0.33677265771281306
323,wuthering heights - bronte,50,"['Cathy', 'Catherine', 'Miss Cathy', 'Miss Catherine', 'Catherine Earnshaw']",F,White,2171,309,0.49990624440644293
324,wuthering heights - bronte,35,"['Master Heathcliff', 'Mr. Heathcliff', 'Heathcliff']",M,"White, Black",2012,211,0.4738452321022324
325,wuthering heights - bronte,55,"['Mr. Linton', 'Master Linton', 'Linton', 'Edgar Linton']",M,White,911,88,0.5921729319195751
326,wuthering heights - bronte,39,"['Earnshaw', 'Hareton', 'Hareton Earnshaw']",M,White,602,47,0.6332410191319083
1214,written in the sky - kaopio,0_116_71,"['The boy', 'the boy', 'Ikau']",M,Pacific Islander,2461,304,0.3149333561154051
1459,world war z - brooks,0,"['Max Brooks', 'Max']",M,White,3907,138,0.3890960970661442
896,women of brewster place - naylor,64,"['Mattie', 'Mattie Michael']",F,Black,1630,226,0.8027516331009232
897,women of brewster place - naylor,119,['Lorraine'],F,Black,734,69,0.6353284845993061
898,women of brewster place - naylor,99,['Kiswana'],F,Black,536,130,0.7592101128403155
899,women of brewster place - naylor,77,['Etta'],F,Black,473,91,0.791022539
900,women of brewster place - naylor,106,"['Cora Lee', 'Cora']",F,Black,366,88,0.8216879597191438
901,women of brewster place - naylor,120,['Theresa'],F,Black,363,85,0.7491529056530939
902,women of brewster place - naylor,62,"['Ben', 'Daddy Ben', 'Daddy']",M,Black,352,49,0.7433745683032993
903,women of brewster place - naylor,85,['Ciel'],F,Black,323,23,0.7842851719375151
859,woman warrior - kingston,0,"['Maxine', 'Maxine Hong Kingston']",F,Asian,2496,200,0.8195353942283495
858,woman warrior - kingston,4304_99,"['my mother', 'Brave Orchid', 'My mother']",F,Asian,1878,452,0.583036853
860,woman warrior - kingston,108,['Moon Orchid'],F,Asian,463,134,0.38325030891503886
747,woman at point zero - saadawi,0_8,['Firdaus'],F,MENA,3249,187,0.11949452341758224
748,woman at point zero - saadawi,187,"['my uncle', 'My uncle']",M,MENA,200,14,0.6962233761303906
1025,with the fire on high - acevedo,0_98,['Emoni'],F,"Black, Latino/a/x",5410,391,0.1282482109059309
1026,with the fire on high - acevedo,115,['Malachi'],M,Black,1149,176,0.6375130391291087
1027,with the fire on high - acevedo,99,['Buela'],F,"Latino/a/x, Black",905,165,0.5585587612712671
1028,with the fire on high - acevedo,97,['Angelica'],F,Black,596,105,0.5836291910364927
1029,with the fire on high - acevedo,94,['Babygirl'],F,"Black, Latino/a/x",586,22,0.4733597007915195
40,wise blood - o'connor,46,"['Haze', 'Haze Motes']",M,White (unmarked),1907,316,0.6741048987596909
41,wise blood - o'connor,58,"['Enoch', 'Enoch Emery']",M,White (unmarked),1365,196,0.8125591132261469
42,wise blood - o'connor,431,"['the blind man', 'The blind man']",M,White (unmarked),368,57,0.7667668431258083
43,wise blood - o'connor,222,"['The boy', 'the boy']",M,White (unmarked),303,17,0.757600105
44,wise blood - o'connor,164,"['The man', 'the man']",M,White (unmarked),275,94,0.6110263452087902
507,wild - strayed,0_372_401,"['Cheryl', 'Cheryl Strayed']",F,White,10946,625,0.10421050385415997
508,wild - strayed,471,"['my mother', 'My mother']",F,White,847,50,0.7056482570665173
1518,wide sargasso sea - rhys,409_0,"['Antoinette Cosway', 'Bertha', 'Annette', 'Miss Antoinette', 'Antoinette']",F,White,2771,251,0.651175162
1520,wide sargasso sea - rhys,450_0,"['Mr Rochester', 'Rochester', 'Mr. Rochester']",M,White,2111,247,0.7043757513066627
1519,wide sargasso sea - rhys,386,['Christophine'],F,Black,560,86,0.6668501442720048
593,who has seen the wind - mitchell,115,"['Uncle Sean', 'Sean', 'Sean O’Connal', 'Brian', 'Brian O’Connal']",M,White,3553,658,0.6048653532127903
594,who has seen the wind - mitchell,127,"['Mr. Digby', 'Digby']",M,White,638,198,0.6913152435900534
595,who has seen the wind - mitchell,146,"['The Young Ben', 'Ben', 'the Ben', 'The Ben', 'the Young Ben']",M,White,600,28,0.6486141032570627
807,white teeth - smith,436,"['Samad', 'Samad Miah Iqbal', 'Samad Miah', 'Samad Iqbal']",M,Asian,2364,532,0.767905242
808,white teeth - smith,424,"['Jones', 'Archibald', 'Arch', 'Archibald Jones', 'Archie Jones', 'Archie']",M,White,2018,437,0.771050367
809,white teeth - smith,501,"['Jones', 'Ambrosia', 'Irie', 'Irie Ambrosia', 'Irie Jones']",F,"Black, White",1568,295,0.7480487490791553
810,white teeth - smith,498,"['Millat Iqbal', 'Millat', 'Brother Millat']",M,Asian,1314,256,0.6956922201714432
811,white teeth - smith,451,"['Clara Bowden', 'Clara']",F,Black,782,142,0.7223122739309363
812,white teeth - smith,437,['Alsana'],F,Asian,766,230,0.723297493
1120,where the crawdads sing - owens,125,"['Miss Kya', 'Kya']",F,White,4901,358,0.513822442
1121,where the crawdads sing - owens,166,['Tate'],M,White,1220,189,0.6812557608108455
1122,where the crawdads sing - owens,123,"['Mr. Chase', 'Chase', 'Chase Andrews']",M,White (unmarked),957,112,0.7266526442666584
149,when they call you a terrorist - cullors,0_240,"['Patrisse Khan-Cullors', 'Patrisse']",F,Black,2967,0,0.3957110046277725
150,when they call you a terrorist - cullors,230,['Monte'],M,Black,530,0,0.6116339097841225
151,when they call you a terrorist - cullors,351,"['My father', 'my father']",M,Black,322,0,0.6464514197763919
152,when they call you a terrorist - cullors,337,"['my mother', 'My mother']",F,Black,290,0,0.5684390527318743
677,when the emperor was divine - otsuka,1628_189_293,"['Our mother', 'His mother', 'The woman', 'the woman', 'his mother', 'our mother']",F,Asian,749,139,0.654402052
678,when the emperor was divine - otsuka,230,"['The boy', 'the boy']",M,Asian,696,101,0.5734179503491191
679,when the emperor was divine - otsuka,235,"['the girl', 'The girl']",F,Asian,579,144,0.676739958
676,when the emperor was divine - otsuka,0_309,['his father'],M,Asian,372,25,0.6458071781904766
1427,when i was puerto rican - santiago,0_120,['Esmeralda'],F,Latino/a/x,3691,211,0.34855045105837146
1428,when i was puerto rican - santiago,110,['Mami'],F,Latino/a/x,1917,578,0.44388612293927093
1429,when i was puerto rican - santiago,111,['Papi'],M,Latino/a/x,739,133,0.6143374239751654
275,we were the mulvaneys - oates,434,"['Marianne', 'Marianne Mulvaney']",F,White,3723,298,0.6432197923850597
276,we were the mulvaneys - oates,433,"['Patrick Mulvaney', 'Mulvaney', 'Patrick']",M,White,2952,340,0.694813069
273,we were the mulvaneys - oates,431_441,"['my mom', 'Corinne', 'Mulvaney', 'Mom', 'Corinne Hausmann', 'his mom', 'Corinne Mulvaney']",F,White,2805,376,0.5497124246480742
272,we were the mulvaneys - oates,0_435,['Judd'],M,White,2532,135,0.5220688022333316
274,we were the mulvaneys - oates,438_439,"['Mike Jr.', 'Michael Mulvaney', 'Mike Mulvaney', 'my dad', 'Michael', 'Michael Mulvaney Sr .', 'Dad', 'Mike', 'Michael Mulvaney Sr', 'his dad', 'Michael Sr .', 'Michael Sr']",M,White,2123,214,0.584386117
1397,we the animals - torres,0,['narrator'],M,"Latino/a/x, White",762,60,0.5032732222072692
1398,we the animals - torres,20,"['Paps', 'our Paps']",M,Latino/a/x,647,95,0.6042589535369954
1399,we the animals - torres,19,['Ma'],F,White,643,94,0.6660723497896095
1400,we the animals - torres,17,['Manny'],M,"Latino/a/x, White",281,118,0.39881082412597524
1401,we the animals - torres,18,['Joel'],M,"Latino/a/x, White",203,98,0.34571571687907565
591,we need new names - bulawayo,0_188_658,['Darling'],F,Black,3342,0,0.41722856050664114
592,we need new names - bulawayo,187,"['Fostalina', 'Aunt Fostalina']",F,Black,374,0,0.6394707007242719
979,we beat the street - jenkins,92_0,"['SAMPSON', 'Sam', 'Sampson']",M,Black,1425,257,0.6389177303057928
980,we beat the street - jenkins,97_0,"['DOCTOR RAMECK', 'RAMECK', 'Rameck']",M,Black,1394,265,0.6681441157393334
981,we beat the street - jenkins,102_0,['George'],M,Black,653,147,0.5561849242316349
1202,way we live now - trollope,365,"['Felix Carbury', 'Sir Felix', 'SIR FELIX', 'Carbury', 'Felix', 'Sir Felix Carbury']",M,White,3708,393,0.718157289
1203,way we live now - trollope,362,"['Mr. Paul Montague', 'Montague', 'Paul', 'Paul Montague', 'PAUL MONTAGUE', 'Mr. Montague']",M,White,2933,267,0.8019154716604331
1204,way we live now - trollope,364,"['Carbury', 'Lady Carbury']",F,White,2687,582,0.7867811395085633
1205,way we live now - trollope,361,"['Roger', 'ROGER CARBURY', 'Carbury', 'Mr. Carbury', 'Roger Carbury']",M,White,2453,364,0.7580673024317746
1206,way we live now - trollope,375,"['Hetta Carbury', 'Hetta']",F,White,2015,293,0.7682296448290024
1207,way we live now - trollope,370,"['MR . MELMOTTE', 'Mr. Melmotte']",M,White,1750,111,0.7081694965074725
380,warmth of other suns - wilkerson,980,"['Robert', 'Robert Foster', 'Pershing', 'Robert Joseph Pershing Foster', 'Dr. Foster', 'Pershing Foster', 'Foster']",M,Black,3916,401,0.7663119633929549
381,warmth of other suns - wilkerson,978,"['George', 'Lil George', 'George Starling', 'George Swanson Starling']",M,Black,2593,362,0.677513108
382,warmth of other suns - wilkerson,969,"['Ida Mae', 'Ida', 'ida mae']",F,Black,1951,201,0.7394125240457493
938,walden - thoreau,0_289,"['Henry David Thoreau', 'Henry']",M,White,3176,42,0.33179153892096613
298,vicar of wakefield - goldsmith,0_62,"['Charles Primrose', 'Charles']",M,White,2374,254,0.3898230810067653
299,vicar of wakefield - goldsmith,133,"['my wife', 'My wife']",F,White,306,64,0.5532102396811402
257,utopia - more,0,"['Thomas', 'Thomas More']",M,White,118,19,0.7606539885295298
153,unwind - shusterman,113,"['Connor', 'Connor Lassiter']",M,White,3316,455,0.713959749
154,unwind - shusterman,125,['Lev'],M,White,2334,315,0.7929099078694588
155,unwind - shusterman,121,['Risa'],F,White (unmarked),1473,292,0.6822553933795963
156,unwind - shusterman,143,['Roland'],M,White (unmarked),705,100,0.7103461124939868
1351,undocumented americans - villavicencio,0_2747,"['Karla', 'Karla Cornejo Villavicencio']",F,Latino/a/x,1987,40,0.3861001164475382
1352,undocumented americans - villavicencio,259,"['My father', 'my father']",M,Latino/a/x,298,9,0.6765238344677392
698,uncle tom s cabin - stowe,109,"['Uncle Tom', 'Tom', 'Tom Loker']",M,Black,1886,284,0.658841423
699,uncle tom s cabin - stowe,186,"['St. Clare', 'Marie', 'Marie St. Clare']",F,White,1248,470,0.7984769635582046
700,uncle tom s cabin - stowe,183,"['Miss Eva', 'Eva']",F,White,957,171,0.7348814894414695
701,uncle tom s cabin - stowe,188,['Miss Ophelia'],F,White,941,303,0.7803719654739298
1115,typical american - jen,84,"['Ralph', 'Ralph Chang']",M,Asian,3891,746,0.519347459
1116,typical american - jen,86,['Helen'],F,Asian,1649,399,0.7652710683792062
1117,typical american - jen,87,['Theresa'],F,Asian,1353,226,0.7487464968477592
1118,typical american - jen,83,"['Grover Ding', 'Uncle Grover', 'Grover']",M,Asian,835,251,0.8233191018933511
1119,typical american - jen,92,['Old Chao'],M,Asian,441,111,0.6402896998076995
964,turn of the screw - james,0,['narrator'],F,White (unmarked),2794,352,0.2248615125816059
965,turn of the screw - james,14,['Mrs. Grose'],F,White (unmarked),507,214,0.547505816
966,turn of the screw - james,15,"['little Miles', 'Miles']",F,White (unmarked),351,35,0.576441245
967,turn of the screw - james,16,['Flora'],F,White (unmarked),271,20,0.5316764160171321
968,turn of the screw - james,1065,['the boy'],F,White (unmarked),266,65,0.6706880492161281
1418,trial - kafka,7,"['K.', 'Josef', 'Mr. K.', 'Josef K.']",M,White,4959,609,0.3841421562574462
1419,trial - kafka,3165,"['the lawyer', 'The lawyer']",M,White,489,74,0.6815453301512747
188,tree grows in brooklyn - smith,209,"['Mary', 'Frances', 'Francie Nolan', 'Francie', 'Nolan', 'Frances Nolan']",F,White,5523,811,0.5416089487995097
189,tree grows in brooklyn - smith,238,"['Rommely', 'Katie Rommely', 'Katie']",F,White,2218,474,0.6122680161167511
190,tree grows in brooklyn - smith,218,"['Johnny Nolan', 'Johnny']",M,White,1370,160,0.7387576837122668
191,tree grows in brooklyn - smith,221,"['Sissy', 'Aunt Sissy']",F,White (unmarked),1181,190,0.6941809721471747
192,tree grows in brooklyn - smith,210,['Neeley'],M,White (unmarked),996,177,0.6208353695091949
996,tracks - erdrich,70_0,['Pauline'],F,"Native/Indigenous, White",1952,73,0.803706553
995,tracks - erdrich,58_0,['Nanapush'],M,Native/Indigenous,1610,220,0.7477944297467558
992,tracks - erdrich,48,"['Fleur Pillager', 'Fleur']",F,Native/Indigenous,1186,57,0.5402885757272345
993,tracks - erdrich,74,"['Eli Kashpaw', 'Eli']",M,Native/Indigenous,868,41,0.6320161253532599
994,tracks - erdrich,76,"['Margaret Kashpaw', 'Margaret']",F,Native/Indigenous,614,87,0.5996455724062213
526,tom jones - fielding,171,"['Jones', 'Jenny Jones', 'Mr Jones', 'young Jones', 'poor Jones', 'Here Jones']",M,White,5870,614,0.6920531017521244
527,tom jones - fielding,175,"['poor Sophia', 'the charming Sophia', 'Sophy', 'my Sophia', 'Sophia', 'Madam Sophia', 'Miss Western', 'Poor Sophia', 'his Sophia']",F,White,3542,347,0.8112903600956003
528,tom jones - fielding,0,"['Henry', 'Henry Fielding']",M,White,2687,210,0.4711230938119193
529,tom jones - fielding,161,"['Squire Allworthy', 'Allworthy', 'Mr Allworthy']",M,White (unmarked),2070,275,0.7683196241251601
973,to the lighthouse - woolf,60,"['Ramsay', 'Mrs. Ramsay']",F,White (unmarked),1370,77,0.6323852840077563
972,to the lighthouse - woolf,162_62,"['her husband', 'Mr. Ramsay']",M,White (unmarked),1183,56,0.6671861835970977
974,to the lighthouse - woolf,78,"['Lily Briscoe', 'Lily']",F,White (unmarked),1045,35,0.689819348
6,to kill a mockingbird - lee,0_161,['Scout'],F,White,3077,445,0.3764711070512838
7,to kill a mockingbird - lee,114,"['Finch', 'Atticus', 'Atticus Finch']",M,White,2365,643,0.48688807281159213
8,to kill a mockingbird - lee,108,"['Jem', 'JEM', 'Uncle Jimmy', 'Jem Finch']",M,White,2339,691,0.49541914245071894
9,to kill a mockingbird - lee,110,['Dill'],M,White,716,141,0.7055097368772566
256,thus spoke zarathustra - nietzsche,0_97,"['O Zarathustra', 'ZARATHUSTRA', 'Zarathustra']",M,MENA,5322,467,0.3741692947495652
405,thousand splendid suns - hosseini,236,['Laila'],F,MENA,3277,350,0.538796392
406,thousand splendid suns - hosseini,189,"['Mariam', 'Mariam jo', 'Khala Mariam']",F,MENA,3110,259,0.7467588951960966
407,thousand splendid suns - hosseini,216,['Rasheed'],M,MENA,1458,280,0.7255184546753473
408,thousand splendid suns - hosseini,232,['Tariq'],M,MENA,1097,160,0.6760309279260267
943,thousand acres - smiley,0_178,"['Ginny Cook Smith', 'Ginny']",F,White (unmarked),5762,770,0.22728861020470095
944,thousand acres - smiley,160,"['Rose', 'Linda']",F,White (unmarked),1854,484,0.505008516
945,thousand acres - smiley,172,['Ty'],M,White (unmarked),1204,238,0.5465339313048287
946,thousand acres - smiley,171,['Daddy'],M,White (unmarked),1165,74,0.49280341
947,thousand acres - smiley,163,"['Jess', 'Jess Clark']",M,White,1034,197,0.5954879427566381
948,thousand acres - smiley,164,"['Harold', 'Harold Clark']",M,White (unmarked),695,54,0.6507949706411504
949,thousand acres - smiley,168,['Caroline'],F,White (unmarked),622,82,0.627454551
950,thousand acres - smiley,170,['Pete'],M,White,560,54,0.5401132823341195
1174,thirteen reasons why - asher,0_35,"['Clay Jensen', 'Clay']",M,White,4957,232,0.089042131
1175,thirteen reasons why - asher,32,"['Hannah Baker', 'Hannah']",F,White,563,19,0.323989541
1176,thirteen reasons why - asher,42,['Tony'],M,White (unmarked),400,100,0.8091130610289995
552,things they carried - o'brien,0,"[""Tim O'Brien"", 'Tim']",M,White,1717,97,0.6897700690984578
553,things they carried - o'brien,123,"['Jimmy Cross', 'Lieutenant Cross', 'Jimmy', 'Lieutenant Jimmy Cross', 'First Lieutenant Jimmy Cross']",M,White (unmarked),441,18,0.7539033169224789
554,things they carried - o'brien,130,"['Rat', 'Rat Kiley']",M,White (unmarked),419,82,0.6870148861160438
555,things they carried - o'brien,129,"['Norman Bowker', 'Bowker']",M,White (unmarked),367,98,0.7546764549217958
556,things they carried - o'brien,152,"['Mary Anne', 'Linda', 'Mary Anne Bell']",F,White (unmarked),334,28,0.852703182
557,things they carried - o'brien,131,['Kiowa'],M,Native/Indigenous,266,67,0.5968989653206415
1141,things fall apart - achebe,41,['Okonkwo'],M,Black,1280,129,0.5459340645496086
1142,things fall apart - achebe,68,['Ekwefi'],F,Black,346,38,0.7747301987665856
1143,things fall apart - achebe,69,['Ezinma'],F,Black,320,49,0.6846295021306563
329,there there - orange,224_0,"['Opal Viola Victoria Bear Shield', 'Opal']",F,Native/Indigenous,1055,82,0.8150142931850952
332,there there - orange,236_0,"['Edwin Black', 'Ed', 'Edwin']",M,"Native/Indigenous, White (unmarked)",741,82,0.8675893706461101
327,there there - orange,229_0,"['Jacquie', 'Jacquie Red Feather']",F,Native/Indigenous,693,97,0.8355416418333164
328,there there - orange,219_0,"['Dene Oxendene', 'Dene']",M,Native/Indigenous,588,69,0.8523343504689914
331,there there - orange,210_0,"['Tony Loneman', 'Tony']",M,Native/Indigenous,567,32,0.859459135
334,there there - orange,258_0,['Blue'],F,Native/Indigenous,522,99,0.8178356012068858
330,there there - orange,247_0,"['Orvil Red Feather', 'Orvil']",M,Native/Indigenous,490,76,0.8086258265660992
333,there there - orange,259_0,"['Calvin', 'Calvin Johnson']",M,Native/Indigenous,339,28,0.8355237859463515
611,their eyes were watching god - hurston,96,['Janie'],F,"Black, White",2079,216,0.5258814787601768
612,their eyes were watching god - hurston,94,"['Tea Cake', 'Cake']",M,Black,871,131,0.8684665896827245
613,their eyes were watching god - hurston,114,"['Jody', 'Joe', 'Joe Starks', 'Starks']",M,Black,732,101,0.6417506048531543
45,tess of the d urbervilles - hardy,187,"['Tess', 'Tess Durbeyfield', 'Durbeyfield']",F,White,5471,482,0.5311396140941487
46,tess of the d urbervilles - hardy,210,"['Clare', 'Mr Clare', 'Angel Clare', 'Angel', 'Mrs Angel Clare', 'Mrs Clare']",F,White,2725,310,0.8271095280271659
533,tattooed soldier - tobar,274,['Antonio'],M,Latino/a/x,2505,241,0.7277562919341092
534,tattooed soldier - tobar,285,"['Guillermo', 'Sergeant Longoria', 'Longoria']",M,Latino/a/x,2150,98,0.8264852000523587
535,tattooed soldier - tobar,280,['Elena'],F,Latino/a/x,1009,106,0.7300611047301729
1347,tale of two cities - dickens,131,"['Lorry', 'Jarvis Lorry', 'Mr. Lorry', 'Mr. Jarvis Lorry', 'Jerry']",M,White,1816,400,0.781616345
1348,tale of two cities - dickens,139,"['Defarge', 'Monsieur Defarge', 'Madame Defarge']",M,White,1086,358,0.7946975907910105
1349,tale of two cities - dickens,158,"['Sydney Carton', 'Carton', 'Sydney']",M,White,929,201,0.8387324676207923
1350,tale of two cities - dickens,148,"['Darnay', 'Charles Darnay', 'Charles', 'Mr. Darnay']",M,White,868,111,0.7394169320529628
560,symptoms of being human - garvin,0_114_131,"['Alix', 'Riley Cavanaugh', 'Riley']",NB,White,7245,617,0.13814132826571462
561,symptoms of being human - garvin,138,['Bee'],F,White,1478,418,0.6602500638663181
562,symptoms of being human - garvin,120,['Solo'],M,Pacific Islander,891,238,0.6911255844878638
563,symptoms of being human - garvin,117,"['my dad', 'My dad', 'Dad', 'your dad']",M,White (unmarked),550,168,0.5538858894817411
503,surfacing - atwood,0,['narrator'],F,White,3333,248,0.1763327482566808
504,surfacing - atwood,39,['Anna'],F,White,765,173,0.597102284
505,surfacing - atwood,38,['David'],M,White (unmarked),710,225,0.570659559
506,surfacing - atwood,40,['Joe'],M,White (unmarked),523,52,0.5124307918491021
520,sun also rises - hemingway,0_206,"['Jake', 'Jake Barnes']",M,White (unmarked),2088,613,0.36157600521161903
521,sun also rises - hemingway,212,['Brett'],F,White,1210,648,0.6645468288993004
522,sun also rises - hemingway,201,"['Robert Cohn', 'Hubert', 'Cohn', 'Robert']",M,White (unmarked),1011,231,0.6523095189776252
523,sun also rises - hemingway,225,"['Bill', 'Bill Gorton']",M,White (unmarked),848,593,0.5369279928515777
524,sun also rises - hemingway,217,"['Michael', 'Mike']",M,White (unmarked),667,325,0.6742929040153341
525,sun also rises - hemingway,249,"['Romero', 'Pedro Romero']",M,White (unmarked),434,62,0.7030046104489268
376,sula - morrison,71,['Sula'],F,Black,1015,184,0.6947293786281081
377,sula - morrison,77,['Nel'],F,Black,685,128,0.6985938463352247
378,sula - morrison,83,['Eva'],F,Black,578,65,0.6404877374915836
379,sula - morrison,72,['Shadrack'],M,Black,388,4,0.7881599126231655
690,stride toward freedom - king,0_163,"['Martin', 'Martin Luther King Jr.']",M,Black,1452,86,0.6013609043936732
210,street - petry,89,"['Lutie Johnson', 'Mrs. Johnson', 'Lutie']",F,Black,2452,198,0.7654238574672655
211,street - petry,94,['Jones'],M,Black,1612,139,0.8467539447579628
212,street - petry,90,['Bub'],M,Black,1470,177,0.7715040133713803
213,street - petry,113,['Min'],F,Black,1223,96,0.8248127787793111
214,street - petry,97,['Mrs. Hedges'],F,Black,852,151,0.7258266783198549
215,street - petry,124,"['Old Man Junto', 'Junto', 'the Junto', 'Mr. Junto']",M,White,515,69,0.7321140481233823
1283,stranger - camus,0,['Meursault'],M,White (unmarked),2243,61,0.19039174590192573
1284,stranger - camus,18,['Raymond'],M,White (unmarked),339,24,0.6824979826134675
1285,stranger - camus,16,['Marie'],F,White,260,12,0.6120674770703468
1534,story of edgar sawtelle - wroblewski,154,"['Edgar', 'Edgar Sawtelle']",M,White,8289,220,0.4770137154020793
1535,story of edgar sawtelle - wroblewski,173,['Claude'],M,White (unmarked),2102,274,0.7959291338935918
1536,story of edgar sawtelle - wroblewski,597,"['his mother', 'His mother']",F,White (unmarked),946,239,0.641526655
1537,story of edgar sawtelle - wroblewski,191,"['Glen', 'Glen Papineau']",M,White (unmarked),943,93,0.8664368863512497
1538,story of edgar sawtelle - wroblewski,162,['Almondine'],F,Non-human,935,8,0.7380924629722331
1539,story of edgar sawtelle - wroblewski,160,['Trudy'],F,White,925,119,0.785195631
1540,story of edgar sawtelle - wroblewski,232,"['Henry', 'Henry Lamb']",M,White (unmarked),829,210,0.7978141743358654
267,stone angel - laurence,0_2940_75_91,"['Hagar', 'Hagar Shipley']",F,White,5430,479,0.21270158457166483
268,stone angel - laurence,106,['John'],M,White,804,234,0.7434371736278896
269,stone angel - laurence,77,"['Marvin', 'Marv']",M,White,780,207,0.6449557105877091
270,stone angel - laurence,78,['Doris'],F,White (unmarked),666,198,0.6807984760682768
271,stone angel - laurence,101,['Bram'],M,White,546,61,0.7686833881435516
767,step from heaven - na,0_1671_200_46,"['Young Ju', 'Young']",F,Asian,2664,90,0.1925830586258551
768,step from heaven - na,48,['Uhmma'],F,Asian,1123,7,0.5084295955215615
769,step from heaven - na,64,"['Joon Ho', 'Joon']",M,Asian,698,69,0.6261446108957373
770,step from heaven - na,47,"['Apa', 'Your Apa']",M,Asian,665,21,0.4800228420605788
259,speak - anderson,0_111,['Melinda'],F,White,3051,88,0.2225718365404611
260,speak - anderson,108,['Heather'],F,White (unmarked),463,50,0.7296011512198707
261,speak - anderson,105,"['Rachelle', 'Rachel']",F,White (unmarked),278,22,0.6230492302189201
262,speak - anderson,109,['Mr. Freeman'],M,White (unmarked),238,46,0.6203949979858125
486,spare parts - davis,267,"['OSCAR', 'Oscar', 'Oscar Vazquez']",M,Latino/a/x,1291,154,0.7350127091525224
487,spare parts - davis,266,['Lorenzo'],M,Latino/a/x,863,108,0.7192504713736898
488,spare parts - davis,264,['Cristian'],M,Latino/a/x,529,77,0.628848624
489,spare parts - davis,283,['Fredi'],M,MENA,525,103,0.6186529332965469
1291,sound of things falling - vasquez,0_230_3705,"['Antonio', 'Antonio Yammara']",M,Latino/a/x,2556,337,0.7394543779826313
1292,sound of things falling - vasquez,222,"['Laverde', 'Ricardo Laverde', 'Ricardo']",M,Latino/a/x,1176,156,0.6308996487868491
1293,sound of things falling - vasquez,244,"['Elaine', 'Elaine Fritts']",F,White ,1101,148,0.7499862377297027
1294,sound of things falling - vasquez,242,"['Maya Fritts', 'Maya']",F,"Latino/a/x, White ",855,222,0.8184192413633704
1295,sound of things falling - vasquez,229,['Aura'],F,Latino/a/x,360,114,0.7790539729333088
856,sound and the fury - faulkner,77_0,"['Miss Quentin', 'Quentin']",M,White,2188,264,0.6843976095640142
857,sound and the fury - faulkner,88_0,"['Mr Jason', 'Jason']",M,White (unmarked),2012,592,0.89834054
852,sound and the fury - faulkner,66,['Caddy'],F,White,1758,624,0.5383788679266147
855,sound and the fury - faulkner,63_0,"['Benjamin', 'Ben', 'Benjy']",M,White,1358,23,0.6817377965427894
853,sound and the fury - faulkner,71,['Dilsey'],F,Black,1318,569,0.7405968200170882
854,sound and the fury - faulkner,59,['Luster'],M,Black,909,375,0.8365265464173364
402,sorrows of young werther - goethe,0_25,['Werther'],M,White (unmarked),2549,135,0.3339288123684691
403,sorrows of young werther - goethe,30,['Charlotte'],F,White (unmarked),838,76,0.5937611240961204
404,sorrows of young werther - goethe,32,['Albert'],M,White (unmarked),281,19,0.6053248057062015
1523,sophie s choice - styron,0_680,['Stingo'],M,White (unmarked),8632,632,0.6077328694455001
1524,sophie s choice - styron,719,['Sophie'],F,White,6511,565,0.6493641762591152
1525,sophie s choice - styron,716,"['Nat Turner', 'Nathan', 'Nathan Landau']",M,White,2821,319,0.7879211228061681
625,song of solomon - morrison,214,['Milkman'],M,Black,3969,686,0.7358394245895861
626,song of solomon - morrison,206,['Guitar'],M,Black,1326,497,0.7308519856075707
627,song of solomon - morrison,211,"['Macon', 'Macon Dead']",M,Black,1016,141,0.6620522447062813
628,song of solomon - morrison,218,['Pilate'],F,Black,940,146,0.6437751549527996
629,song of solomon - morrison,255,"['Winnie Ruth', 'Ruth', 'Freddie']",F,Black,852,104,0.8007077937926915
1410,something about america - testa,0,"['Maria', 'Maria Testa']",F,White,303,8,0.10157458088018252
1411,something about america - testa,14,"['My father', 'my father']",M,White,119,24,0.276324
1412,something about america - testa,22,"['my mother', 'My mother']",F,White,53,3,0.3204206481958611
530,sold - mccormick,0_20,['Lakshmi'],F,Asian,2298,124,0.2307587710730543
531,sold - mccormick,30,['Mumtaz'],F,Asian,284,66,0.41120469129617526
532,sold - mccormick,18,['Ama'],F,Asian,226,51,0.5732216272120096
233,snow flower and the secret fan - see,0_37,['Lily'],F,Asian,5868,244,0.3146648789244149
